id,first_name,last_name,gender,date_of_birth,Age,Age_Group,city,state
587,Natalie,Washington,F,2020-09-10,3,Baby,Watertown,Massachusetts
593,Natalie,Wright,F,2010-06-06,13,Teen and Older,Fort Knox,Kentucky
696,Natalie,Turner,F,2019-07-01,4,Junior,Asheville,North Carolina
943,Natalie,Bell,F,2011-05-06,13,Teen and Older,Gaithersburg,Maryland
91,Nathan,Alexander,M,2022-12-18,1,Baby,Sawyerville,Illinois
150,Nathan,Coleman,M,2012-09-29,11,Pre-Teen,Birmingham,Alabama
152,Nathan,Thompson,M,2011-08-24,12,Pre-Teen,Rushford,New York
374,Nathan,Walker,M,2014-03-22,10,Pre-Teen,Hayesville,North Carolina
427,Nathan,Sanders,M,2022-01-15,2,Baby,Fort Worth,Texas
548,Nathan,Hernandez,M,2022-08-18,1,Baby,Bloomingdale,New York
625,Nathan,Hill,M,2017-08-09,6,Junior,Chambers,Arizona
767,Nathan,Rodriguez,M,2014-03-02,10,Pre-Teen,Penasco,New Mexico
857,Nathan,Evans,M,2013-04-11,11,Pre-Teen,Villa Park,Illinois
49,Nicholas,Hayes,M,2013-04-29,11,Pre-Teen,Lutz,Florida
324,Nicholas,Foster,M,2020-04-02,4,Junior,Phillipsville,California
471,Nicholas,Hill,M,2020-03-30,4,Junior,Ashburn,Virginia
518,Nicholas,Rogers,M,2012-12-28,11,Pre-Teen,Gainesville,Florida
560,Nicholas,Bailey,M,2011-04-20,13,Teen and Older,Saint Louis,Missouri
670,Nicholas,Jenkins,M,2012-03-12,12,Pre-Teen,Seale,Alabama
737,Nicholas,Hughes,M,2023-10-23,0,Baby,Upper Uwchlan,Pennsylvania
878,Nicholas,Robinson,M,2021-11-25,2,Baby,Smiths Creek,Michigan
63,Nicole,Brown,F,2010-01-25,14,Teen and Older,Tula,Mississippi
99,Nicole,Foster,F,2011-11-25,12,Pre-Teen,Old Greenwich,Connecticut
133,Nicole,Roberts,F,2011-04-16,13,Teen and Older,Seal Beach,California
172,Nicole,Stewart,F,2013-12-01,10,Pre-Teen,Westfir,Oregon
175,Nicole,Morgan,F,2018-07-16,5,Junior,Chicago,Illinois
224,Nicole,Kelly,F,2015-11-17,8,Pre-Teen,Shawnee Mission,Kansas
507,Nicole,Perez,F,2017-08-02,6,Junior,Hickman,Nebraska
649,Nicole,Brooks,F,2010-09-19,13,Teen and Older,Dowagiac,Michigan
727,Nicole,Williams,F,2022-02-09,2,Baby,Hamlin,West Virginia
905,Nicole,Rivera,F,2010-06-23,13,Teen and Older,Downsville,Wisconsin
994,Nicole,Carter,F,2018-12-11,5,Junior,Golva,North Dakota
96,Oliver,James,M,2016-01-18,8,Pre-Teen,Springfield,Illinois
116,Oliver,Davis,M,2017-05-08,7,Junior,Crystal,Michigan
194,Oliver,Garcia,M,2015-05-04,9,Pre-Teen,Keokuk,Iowa
332,Oliver,King,M,2022-11-16,1,Baby,Eugene,Oregon
372,Oliver,Bailey,M,2013-08-30,10,Pre-Teen,Saint Johns,Ohio
412,Oliver,Miller,M,2010-02-11,14,Teen and Older,Seattle,Washington
423,Oliver,Moore,M,2010-09-10,13,Teen and Older,Ridgeway,Virginia
512,Oliver,Richardson,M,2012-09-01,11,Pre-Teen,Northfield,Massachusetts
562,Oliver,Hernandez,M,2013-03-13,11,Pre-Teen,Mauckport,Indiana
640,Oliver,Lee,M,2016-01-19,8,Pre-Teen,Gillette,Wyoming
739,Oliver,Hall,M,2016-12-12,7,Junior,Cocolalla,Idaho
825,Oliver,Nelson,M,2010-10-14,13,Teen and Older,Kingston Springs,Tennessee
15,Olivia,Hill,F,2019-06-06,4,Junior,Fall River Mills,California
57,Olivia,Barnes,F,2017-12-24,6,Junior,Des Moines,Iowa
214,Olivia,Campbell,F,2023-03-15,1,Baby,Crab Orchard,Tennessee
229,Olivia,Kelly,F,2015-12-22,8,Pre-Teen,Anniston,Alabama
303,Olivia,Cox,F,2014-12-11,9,Pre-Teen,Portland,Maine
314,Olivia,Hall,F,2020-03-16,4,Junior,Lamar,Colorado
367,Olivia,Moore,F,2022-09-02,1,Baby,D'Iberville,Mississippi
424,Olivia,Anderson,F,2020-12-25,3,Baby,Dwight,Illinois
439,Olivia,Patterson,F,2021-08-31,2,Baby,Savannah,Georgia
454,Olivia,Turner,F,2022-03-22,2,Baby,Bradford,New Hampshire
480,Olivia,Russell,F,2015-01-23,9,Pre-Teen,Stamford,Connecticut
614,Olivia,Morris,F,2019-10-09,4,Junior,Jay,Oklahoma
689,Olivia,Reed,F,2022-06-16,1,Baby,El Paso,Texas
751,Olivia,Brooks,F,2019-06-18,4,Junior,Anton,Colorado
753,Olivia,Davis,F,2013-09-17,10,Pre-Teen,Los Angeles,California
777,Olivia,Cox,F,2013-09-29,10,Pre-Teen,Neosho,Missouri
865,Olivia,Parker,F,2013-02-07,11,Pre-Teen,Gainesville,Texas
22,Owen,Bennett,M,2012-06-28,11,Pre-Teen,Los Fresnos,Texas
65,Owen,Taylor,M,2024-01-06,0,Baby,Pickrell,Nebraska
334,Owen,White,M,2015-12-13,8,Pre-Teen,Meriden,Wyoming
401,Owen,Mitchell,M,2017-06-12,6,Junior,Lublin,Wisconsin
410,Owen,Alexander,M,2024-04-11,0,Baby,Memphis,Tennessee
773,Owen,Foster,M,2011-07-23,12,Pre-Teen,Sun City Center,Florida
944,Owen,Bailey,M,2011-05-08,13,Teen and Older,Wyoming,Minnesota
948,Owen,Rodriguez,M,2010-11-09,13,Teen and Older,Vendor,Arkansas
951,Owen,Butler,M,2020-10-11,3,Baby,Etterville,Missouri
124,Patrick,Simmons,M,2017-11-20,6,Junior,Westminster,Vermont
300,Patrick,Washington,M,2014-03-07,10,Pre-Teen,Axtell,Texas
329,Patrick,Parker,M,2016-10-17,7,Junior,Pine Island,New York
519,Patrick,Morris,M,2012-07-24,11,Pre-Teen,West Lafayette,Ohio
598,Patrick,Gray,M,2016-03-13,8,Pre-Teen,Pleasantville,New York
639,Patrick,Ward,M,2018-07-24,5,Junior,Laurel,Mississippi
676,Patrick,Thompson,M,2018-09-11,5,Junior,Verdugo City,California
687,Patrick,Brown,M,2012-07-08,11,Pre-Teen,Amarillo,Texas
34,Rachel,Flores,F,2015-06-09,8,Pre-Teen,Eldorado Springs,Colorado
232,Rachel,Mitchell,F,2017-05-03,7,Junior,Elderon,Wisconsin
270,Rachel,Walker,F,2016-11-05,7,Junior,Honolulu,Hawaii
443,Rachel,Rodriguez,F,2014-04-16,10,Pre-Teen,Quincy,Illinois
575,Rachel,Russell,F,2020-03-19,4,Junior,Gallina,New Mexico
577,Rachel,Baker,F,2010-12-06,13,Teen and Older,Washington,District of Columbia
725,Rachel,Lewis,F,2020-06-25,3,Baby,Sioux Falls,South Dakota
740,Rachel,Jackson,F,2023-12-31,0,Baby,Kamiah,Idaho
826,Rachel,Coleman,F,2017-12-24,6,Junior,Unionville,Virginia
82,Rebecca,Thompson,F,2024-01-05,0,Baby,New Haven,Connecticut
88,Rebecca,Young,F,2023-10-05,0,Baby,Munford,Tennessee
117,Rebecca,Green,F,2021-05-03,3,Baby,Hainesport,New Jersey
557,Rebecca,Hughes,F,2016-01-29,8,Pre-Teen,Benavides,Texas
618,Rebecca,Wood,F,2015-05-27,9,Pre-Teen,Pharsalia,New York
653,Rebecca,Perry,F,2021-09-25,2,Baby,Waterford,Virginia
763,Rebecca,Price,F,2020-03-13,4,Junior,Stockton,California
869,Rebecca,Moore,F,2010-12-05,13,Teen and Older,Topeka,Kansas
879,Rebecca,Hughes,F,2019-11-30,4,Junior,Cedaredge,Colorado
908,Rebecca,Jackson,F,2010-07-04,13,Teen and Older,Seward,Illinois
248,Richard,Clark,M,2020-03-29,4,Junior,Stonewall,Oklahoma
267,Richard,Martin,M,2021-11-28,2,Baby,New Port Richey,Florida
397,Richard,Perry,M,2019-02-10,5,Junior,Hartford,Connecticut
425,Richard,Torres,M,2012-09-04,11,Pre-Teen,Bula,Texas
538,Richard,Brown,M,2012-12-10,11,Pre-Teen,New Haven,Connecticut
570,Richard,Ramirez,M,2017-09-10,6,Junior,Vernon,Colorado
574,Richard,Foster,M,2018-08-30,5,Junior,Thompsons Station,Tennessee
590,Richard,Williams,M,2017-12-23,6,Junior,South Thomaston,Maine
622,Richard,Powell,M,2017-08-27,6,Junior,Chadwicks,New York
588,Robert,Hernandez,M,2011-07-04,12,Pre-Teen,Oxford,Pennsylvania
592,Robert,Turner,M,2015-05-18,9,Pre-Teen,Dietrich,Idaho
611,Robert,Baker,M,2015-11-01,8,Pre-Teen,Stockton,Iowa
662,Robert,Lee,M,2023-06-08,0,Baby,Piru,California
5,Ryan,Richardson,M,2015-05-10,9,Pre-Teen,Irvine,California
178,Ryan,Long,M,2016-01-11,8,Pre-Teen,Arkansas City,Arkansas
192,Ryan,James,M,2014-10-03,9,Pre-Teen,Ellicott City,Maryland
242,Ryan,Lopez,M,2021-10-24,2,Baby,Meadowview,Virginia
289,Ryan,Walker,M,2022-03-30,2,Baby,Yacolt,Washington
606,Ryan,Diaz,M,2023-12-01,0,Baby,Lynn,Massachusetts
681,Ryan,Rodriguez,M,2014-03-26,10,Pre-Teen,Middleton,Massachusetts
772,Ryan,Hill,M,2022-01-07,2,Baby,Linden,New Jersey
858,Ryan,Powell,M,2016-09-23,7,Junior,Red Level,Alabama
975,Ryan,Young,M,2015-08-23,8,Pre-Teen,Richmond,Michigan
226,Samantha,Butler,F,2023-09-03,0,Baby,Fort Dodge,Iowa
440,Samantha,Roberts,F,2012-09-15,11,Pre-Teen,Eagletown,Oklahoma
444,Samantha,Washington,F,2017-10-22,6,Junior,Norton,Texas
646,Samantha,Alexander,F,2022-04-08,2,Baby,Cleveland,Ohio
702,Samantha,Jones,F,2021-05-21,3,Baby,Bloomington,Illinois
959,Samantha,Thompson,F,2011-10-15,12,Pre-Teen,Philadelphia,Pennsylvania
146,Samuel,Collins,M,2011-01-28,13,Teen and Older,Lake,Mississippi
456,Samuel,Lopez,M,2023-11-27,0,Baby,Hartford,Connecticut
691,Samuel,Bailey,M,2022-09-29,1,Baby,Howell,Arkansas
795,Samuel,Rogers,M,2015-02-15,9,Pre-Teen,Dallas,Texas
151,Sara,Ramirez,F,2017-12-26,6,Junior,Westmoreland City,Pennsylvania
204,Sara,Johnson,F,2023-09-24,0,Baby,Powellville,Maryland
257,Sara,Cox,F,2012-08-08,11,Pre-Teen,Plant City,Florida
261,Sara,Turner,F,2021-12-19,2,Baby,Diamond,Ohio
448,Sara,Cooper,F,2016-04-24,8,Pre-Teen,Edgar,Wisconsin
533,Sara,Reed,F,2022-08-18,1,Baby,Clitherall,Minnesota
720,Sara,Garcia,F,2011-01-27,13,Teen and Older,Allegany,Oregon
925,Sara,Turner,F,2018-10-07,5,Junior,Wallace,North Carolina
43,Sarah,Cooper,F,2015-06-19,8,Pre-Teen,Wilmington,Delaware
623,Sarah,Gonzales,F,2015-01-20,9,Pre-Teen,Nampa,Idaho
890,Sarah,Parker,F,2021-07-01,2,Baby,Cazenovia,New York
999,Sarah,Bennett,F,2016-06-18,7,Junior,Linefork,Kentucky
14,Sean,Hill,M,2021-07-14,2,Baby,Mechanicsville,Virginia
77,Sean,Bryant,M,2023-11-19,0,Baby,Greenwood,Nebraska
97,Sean,Washington,M,2020-10-11,3,Baby,Iron Gate,Virginia
106,Sean,Thomas,M,2010-12-05,13,Teen and Older,Cedar Rapids,Iowa
271,Sean,Martinez,M,2016-01-20,8,Pre-Teen,Beatrice,Alabama
370,Sean,Adams,M,2022-09-13,1,Baby,Davenport,Oklahoma
392,Sean,Turner,M,2016-05-03,8,Pre-Teen,Velma,Oklahoma
408,Sean,Nelson,M,2017-09-21,6,Junior,Council,North Carolina
428,Sean,Alexander,M,2016-01-27,8,Pre-Teen,Newcastle,Texas
462,Sean,Gray,M,2021-10-21,2,Baby,Nashville,Tennessee
539,Sean,Bryant,M,2023-06-29,0,Baby,Columbia,South Carolina
540,Sean,Wood,M,2013-08-07,10,Pre-Teen,Broadway,Virginia
628,Sean,Russell,M,2021-01-15,3,Baby,Bowmanstown,Pennsylvania
644,Sean,Clark,M,2018-07-14,5,Junior,Tyro,Kansas
663,Sean,Sanders,M,2010-11-29,13,Teen and Older,Chelsea,Massachusetts
812,Sean,Perez,M,2019-04-12,5,Junior,Crowley,Louisiana
100,Sebastian,Perez,M,2010-12-28,13,Teen and Older,Jonben,West Virginia
137,Sebastian,Alexander,M,2010-09-02,13,Teen and Older,Cutten,California
140,Sebastian,Edwards,M,2021-05-06,3,Baby,Delta,Iowa
251,Sebastian,Ramirez,M,2020-07-27,3,Baby,Ola,Idaho
361,Sebastian,Perry,M,2022-03-12,2,Baby,Monmouth,Oregon
390,Sebastian,Gonzales,M,2017-04-07,7,Junior,Welches,Oregon
430,Sebastian,Wood,M,2017-10-06,6,Junior,Birmingham,Alabama
694,Sebastian,Gonzales,M,2014-10-17,9,Pre-Teen,Lone Grove,Oklahoma
988,Sebastian,Ramirez,M,2019-03-08,5,Junior,Washington,District of Columbia
69,Sofia,Coleman,F,2016-04-05,8,Pre-Teen,Washington,District of Columbia
296,Sofia,Powell,F,2017-06-24,6,Junior,Perham,Maine
331,Sofia,Washington,F,2016-11-01,7,Junior,Butler,Oklahoma
704,Sofia,Murphy,F,2015-06-03,9,Pre-Teen,Melrose,Montana
735,Sofia,Mitchell,F,2020-12-19,3,Baby,Yuma,Arizona
757,Sofia,Martinez,F,2020-01-07,4,Junior,Innis,Louisiana
895,Sofia,Murphy,F,2012-11-09,11,Pre-Teen,Calabasas,California
58,Sophia,Johnson,F,2021-10-15,2,Baby,Spokane,Washington
79,Sophia,Torres,F,2023-04-19,1,Baby,South Portland,Maine
253,Sophia,Perry,F,2022-08-01,1,Baby,Coleridge,Nebraska
260,Sophia,Adams,F,2013-04-13,11,Pre-Teen,Hudson,Iowa
298,Sophia,Perry,F,2022-09-02,1,Baby,Chicago,Illinois
360,Sophia,Ross,F,2015-09-03,8,Pre-Teen,Huntington,West Virginia
474,Sophia,Morris,F,2012-07-19,11,Pre-Teen,Taholah,Washington
529,Sophia,Perez,F,2010-01-22,14,Teen and Older,Foxboro,Massachusetts
579,Sophia,Flores,F,2023-07-07,0,Baby,Pine Lake,Georgia
756,Sophia,Foster,F,2021-07-23,2,Baby,Allerton,Iowa
804,Sophia,Gray,F,2012-01-25,12,Pre-Teen,Easley,South Carolina
885,Sophia,Jenkins,F,2021-12-28,2,Baby,Schertz,Texas
108,Stephanie,Lewis,F,2017-09-16,6,Junior,Brooklyn,New York
307,Stephanie,Sanders,F,2016-04-02,8,Pre-Teen,Trout Lake,Washington
441,Stephanie,Washington,F,2021-08-12,2,Baby,San Diego,California
504,Stephanie,Baker,F,2017-08-15,6,Junior,Brownsville,Vermont
847,Stephanie,Murphy,F,2010-05-05,14,Teen and Older,Iowa City,Iowa
907,Stephanie,Martinez,F,2023-10-18,0,Baby,Ballwin,Missouri
6,Stephen,Turner,M,2013-07-12,10,Pre-Teen,Dansville,New York
71,Stephen,White,M,2010-11-07,13,Teen and Older,Lake Worth,Florida
215,Stephen,Turner,M,2012-12-10,11,Pre-Teen,Little Deer Isle,Maine
220,Stephen,Cox,M,2023-08-26,0,Baby,Ormond Beach,Florida
368,Stephen,Murphy,M,2023-10-06,0,Baby,Charlottesville,Virginia
506,Stephen,Cox,M,2021-07-29,2,Baby,Beaver City,Nebraska
595,Stephen,Richardson,M,2017-07-09,6,Junior,Banner,Wyoming
634,Stephen,Allen,M,2019-04-21,5,Junior,Asheville,North Carolina
706,Stephen,King,M,2016-07-25,7,Junior,Prim,Arkansas
793,Stephen,Bell,M,2011-08-19,12,Pre-Teen,Vermont,Illinois
871,Stephen,Sanders,M,2011-08-10,12,Pre-Teen,Viola,Wisconsin
906,Stephen,Bryant,M,2019-01-10,5,Junior,New York,New York
931,Stephen,Price,M,2011-03-18,13,Teen and Older,Lismore,Minnesota
24,Steven,Clark,M,2019-01-08,5,Junior,Nabb,Indiana
129,Steven,Wilson,M,2023-04-14,1,Baby,Amber,Oklahoma
355,Steven,Howard,M,2011-05-04,13,Teen and Older,Bethesda,Maryland
391,Steven,Rodriguez,M,2018-02-04,6,Junior,Rothbury,Michigan
411,Steven,Ward,M,2019-09-08,4,Junior,Berry Creek,California
476,Steven,Harris,M,2010-08-17,13,Teen and Older,Wilmington,California
501,Steven,Johnson,M,2016-09-13,7,Junior,Clarington,Pennsylvania
565,Steven,Foster,M,2023-02-14,1,Baby,Strandburg,South Dakota
671,Steven,Morris,M,2011-01-04,13,Teen and Older,Montebello,Virginia
992,Steven,Jackson,M,2015-12-25,8,Pre-Teen,North Star,Ohio
103,Taylor,Cook,F,2013-02-26,11,Pre-Teen,Miami,Florida
121,Taylor,Diaz,F,2017-07-31,6,Junior,Weatherford,Texas
291,Taylor,Allen,F,2023-03-01,1,Baby,Bulverde,Texas
343,Taylor,Smith,F,2023-07-01,0,Baby,Berrysburg,Pennsylvania
660,Taylor,Henderson,F,2014-03-14,10,Pre-Teen,Buena Vista,Colorado
120,Theodore,Adams,M,2021-04-25,3,Baby,Santa Clarita,California
549,Theodore,Simmons,M,2011-09-14,12,Pre-Teen,Cusseta,Georgia
873,Theodore,Butler,M,2022-06-06,1,Baby,Sylva,North Carolina
41,Thomas,Alexander,M,2013-08-12,10,Pre-Teen,Saint Paul,Kansas
53,Thomas,Morris,M,2011-10-14,12,Pre-Teen,Boca Grande,Florida
174,Thomas,Butler,M,2022-08-11,1,Baby,Orem,Utah
301,Thomas,Campbell,M,2022-10-17,1,Baby,Norvelt,Pennsylvania
318,Thomas,Rogers,M,2022-04-03,2,Baby,Raleigh,North Carolina
449,Thomas,Ramirez,M,2010-03-29,14,Teen and Older,Lee,Illinois
675,Thomas,Henderson,M,2010-10-06,13,Teen and Older,New York,New York
746,Thomas,Thomas,M,2010-11-22,13,Teen and Older,Beaumont,California
809,Thomas,Jones,M,2011-10-23,12,Pre-Teen,Burlington,North Carolina
903,Thomas,Jones,M,2023-02-23,1,Baby,Fort Campbell,Kentucky
264,Tiffany,Taylor,F,2019-07-09,4,Junior,Wittman,Maryland
344,Tiffany,Hernandez,F,2023-03-19,1,Baby,Gainesboro,Tennessee
642,Tiffany,Anderson,F,2012-05-02,12,Pre-Teen,Sandyville,West Virginia
709,Tiffany,Bennett,F,2020-05-28,4,Junior,Amarillo,Texas
18,Timothy,Bell,M,2017-07-29,6,Junior,Jackson,North Carolina
39,Timothy,Roberts,M,2017-12-21,6,Junior,Arlington,South Dakota
421,Timothy,Powell,M,2012-06-10,11,Pre-Teen,Camarillo,California
796,Timothy,Torres,M,2013-02-06,11,Pre-Teen,Royal Oak,Michigan
800,Timothy,Griffin,M,2021-04-06,3,Baby,Baltimore,Maryland
820,Timothy,Carter,M,2017-09-12,6,Junior,Donnelly,Idaho
837,Timothy,Simmons,M,2023-10-09,0,Baby,Lake McDonald,Montana
877,Timothy,Scott,M,2011-09-19,12,Pre-Teen,Highlands,New Jersey
922,Timothy,Mitchell,M,2016-05-26,8,Pre-Teen,East Waterford,Pennsylvania
56,Tyler,Wright,M,2019-10-16,4,Junior,Des Moines,Iowa
145,Tyler,Wright,M,2020-03-08,4,Junior,Shepherd,Michigan
256,Tyler,Martin,M,2011-10-02,12,Pre-Teen,Anaheim,California
326,Tyler,Allen,M,2018-08-09,5,Junior,Artesia,New Mexico
345,Tyler,Henderson,M,2017-06-05,7,Junior,Frewsburg,New York
514,Tyler,Bell,M,2017-11-15,6,Junior,Chesapeake,Virginia
842,Tyler,Russell,M,2023-07-18,0,Baby,Conshohocken,Pennsylvania
935,Tyler,Watson,M,2019-01-04,5,Junior,Tabor,Iowa
9,Victoria,Jenkins,F,2020-05-23,4,Junior,Las Vegas,Nevada
222,Victoria,Anderson,F,2022-06-04,2,Baby,Langston,Oklahoma
317,Victoria,Davis,F,2014-09-08,9,Pre-Teen,Detroit,Michigan
409,Victoria,Gray,F,2011-05-21,13,Teen and Older,Memphis,Tennessee
464,Victoria,Morgan,F,2014-08-30,9,Pre-Teen,Atlanta,Georgia
465,Victoria,Cooper,F,2018-05-27,6,Junior,Sebastopol,California
493,Victoria,Bennett,F,2010-12-25,13,Teen and Older,Eureka Springs,Arkansas
607,Victoria,Carter,F,2010-08-08,13,Teen and Older,Kenmare,North Dakota
613,Victoria,Parker,F,2018-04-05,6,Junior,Royal Oak,Maryland
682,Victoria,Rivera,F,2021-09-12,2,Baby,Marina Del Rey,California
821,Victoria,Hernandez,F,2012-06-07,11,Pre-Teen,Granville,North Dakota
824,Victoria,James,F,2017-03-01,7,Junior,San Jose,California
8,William,Phillips,M,2015-06-10,8,Pre-Teen,Adamsville,Rhode Island
60,William,Gonzales,M,2012-03-31,12,Pre-Teen,Wallingford,Iowa
365,William,Brooks,M,2011-12-16,12,Pre-Teen,Elbert,West Virginia
492,William,Miller,M,2016-04-09,8,Pre-Teen,Silver Spring,Maryland
661,William,Price,M,2020-06-03,4,Junior,Fresno,California
730,William,Jones,M,2011-04-09,13,Teen and Older,Drytown,California
748,William,Rivera,M,2016-09-22,7,Junior,Lake Worth,Florida
819,William,Garcia,M,2019-06-23,4,Junior,Union,Illinois
98,Zachary,Thompson,M,2011-09-28,12,Pre-Teen,Amsterdam,Missouri
196,Zachary,Parker,M,2013-10-06,10,Pre-Teen,Great Falls,Montana
377,Zachary,Davis,M,2024-01-26,0,Baby,Savery,Wyoming
402,Zachary,Brown,M,2011-06-30,12,Pre-Teen,Gillett,Texas
552,Zachary,Hernandez,M,2014-03-10,10,Pre-Teen,Redding Center,Connecticut
780,Zachary,Morris,M,2021-10-10,2,Baby,Milford,Kansas
953,Zachary,Diaz,M,2014-09-08,9,Pre-Teen,Plano,Iowa
